sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
1340,Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract,Chloramphenicol,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,22.0,,,,24.0,,0.2,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1341,Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract,Nitrofurantoin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,7.0,,,,9.0,,0.7,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1342,Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract,Trimethoprim,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,7.0,,,,7.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1343,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Amikacin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,20.0,,,,20.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1344,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Gentamicin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,26.0,,,,26.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1345,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Kanamycin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,26.0,,,,26.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1346,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Streptomycin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,23.0,,,,23.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1347,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Amoxicillin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,20.0,,,,20.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1348,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Ampicillin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,27.0,,,,27.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1349,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Penicillin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,20.0,,,,20.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1350,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Piperacillin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,24.0,,,,24.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1351,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Faropenem,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,25.0,,,,25.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1352,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Ceftazidime,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,24.0,,,,25.0,,0.1,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1353,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Ceftriaxone,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,24.0,,,,24.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1354,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Cefotaxime,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,25.0,,,,25.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1355,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Polymyxin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,14.0,,,,14.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1356,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Vancomycin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,7.0,,,,8.0,,0.3,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1357,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Erythromycin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,7.0,,,,8.0,,0.3,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1358,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Nalidixic acid,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,9.0,,,,14.0,,1.4,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1359,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Rifampicin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,13.0,,,,13.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1360,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Tetracycline,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,21.0,,,,22.0,,0.1,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1361,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Doxycycline,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,20.0,,,,20.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1362,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Chloramphenicol,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,22.0,,,,22.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1363,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Nitrofurantoin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,7.0,,,,8.0,,0.3,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1364,Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract,Trimethoprim,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,7.0,,,,13.0,,2.4,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1365,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Amikacin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,24.0,,,,24.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1366,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Gentamicin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,30.0,,,,30.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1367,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Kanamycin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,22.0,,,,23.0,,0.1,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1368,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Streptomycin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,30.0,,,,30.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1369,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Amoxicillin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,11.0,,,,11.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1370,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Ampicillin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,13.0,,,,14.0,,0.2,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1371,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Penicillin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,15.0,,,,15.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1372,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Piperacillin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,20.0,,,,20.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1373,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Faropenem,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,30.0,,,,30.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1374,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Ceftazidime,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,20.0,,,,20.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1375,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Ceftriaxone,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,15.0,,,,18.0,,0.4,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1376,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Cefotaxime,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,16.0,,,,18.0,,0.3,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1377,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Polymyxin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,11.0,,,,14.0,,0.6,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1378,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Vancomycin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,23.0,,,,23.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1379,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Erythromycin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,20.0,,,,20.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1380,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Nalidixic acid,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,11.0,,,,12.0,,0.2,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1381,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Rifampicin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,18.0,,,,18.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1382,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Tetracycline,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,25.0,,,,25.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1383,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Doxycycline,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,28.0,,,,28.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1384,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Chloramphenicol,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,21.0,,,,21.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1385,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Nitrofurantoin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,13.0,,,,19.0,,1.1,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1386,Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract,Trimethoprim,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,7.0,,,,15.0,,3.6,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1387,Ag,Bacillus subtilis,,green_synthesis using Dioscorea bulbifera tuber extract,Amikacin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,20.0,,,,20.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1388,Ag,Bacillus subtilis,,green_synthesis using Dioscorea bulbifera tuber extract,Gentamicin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,20.0,,,,20.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
1389,Ag,Bacillus subtilis,,green_synthesis using Dioscorea bulbifera tuber extract,Kanamycin,500.0,30.0,8,20.0,13.5,nanorods and triangles,disc_diffusion,23.0,,,,23.0,,0.0,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/ijn.s24793,36,18.0,,,,,,International Journal of Nanomedicine,Dove Medical Press Ltd.,2020,Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against�Staphylococcus epidermidis,True,True,green,36_chopade2012.pdf,1
