smiles,doi,title,publisher,year,access,compound_id,target_type,target_relation,target_value,target_units,bacteria,bacteria_unified,page_bacteria,origin_bacteria,section_bacteria,subsection_bacteria,page_target,origin_target,section_target,subsection_target,page_scaffold,origin_scaffold,page_residue,origin_residue,pdf
O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4nc5ccccc5n4Cc4ccc([N+](=O)[O-])cc4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,15n,MIC,'=',"2 ± 0,23",µg/mL,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",Staphylococcus aureus,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CCc4nc5ccccc5[nH]4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,16a,MIC,'=',"16 ± 1,73",µg/mL,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",Staphylococcus aureus,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
O=C(O)c1cn(C2CC2)c2cc(N3CCN(CCc4nc5ccccc5[nH]4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,16b,MIC,'=',"4 ± 0,58",µg/mL,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",Staphylococcus aureus,6,table 1,,,6,table 1,,,4,scheme 3,4.0,scheme 3,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CNc4nc5ccccc5[nH]4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,17a,MIC,'=',"0,5 ± 0,05",µg/mL,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",Staphylococcus aureus,6,table 1,,,6,table 1,,,5,scheme 4,5.0,scheme 4,j.ejmech.2016.01.052
O=C(O)c1cn(C2CC2)c2cc(N3CCN(CNc4nc5ccccc5[nH]4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,17b,MIC,'=',"0,25 ± 0,01",µg/mL,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",Staphylococcus aureus,6,table 1,,,6,table 1,,,5,scheme 4,5.0,scheme 4,j.ejmech.2016.01.052
CCn1cc(C(=O)OC)c(=O)c2cc(F)c(N3CCN(C=Nc4nc5ccccc5[nH]4)CC3)cc21,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,18a,MIC,'=',"128 ± 68,65",µg/mL,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",Staphylococcus aureus,6,table 1,,,6,table 1,,,5,scheme 4,5.0,scheme 4,j.ejmech.2016.01.052
COC(=O)c1cn(C2CC2)c2cc(N3CCN(C=Nc4nc5ccccc5[nH]4)CC3)c(F)cc2c1=O,10.1016/j.ejmech.2016.01.052,Discovery of membrane active benzimidazole quinolones-based topoisomerase inhibitors as potential DNA-binding antimicrobial agents,Elsevier BV,2016,0,18b,MIC,'=',"64 ± 6,35",µg/mL,"MRSA, Methicillin-Resistant Staphylococcus aureus N315",Staphylococcus aureus,6,table 1,,,6,table 1,,,5,scheme 4,5.0,scheme 4,j.ejmech.2016.01.052
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4ncccn4)CC3)cc21,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1a,MIC,'=',2,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4nccc(C)n4)CC3)cc21,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1b,MIC,'=',32,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4nccc(N)n4)CC3)cc21,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1c,MIC,'=',1,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4nccc(C(F)(F)F)n4)CC3)cc21,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1d,MIC,>,256,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4ncc(C)cn4)CC3)cc21,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1e,MIC,'=',8,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
CCc1cnc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)nc1,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1f,MIC,'=',2,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4ncc(OC)cn4)CC3)cc21,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1g,MIC,'=',1,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4ncc(F)cn4)CC3)cc21,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1h,MIC,'=',64,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4ncc(Br)cn4)CC3)cc21,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1i,MIC,'=',128,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
O=C(O)c1cn(C2CC2)c2cc(N3CCN(c4ncccn4)CC3)c(F)cc2c1=O,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1j,MIC,'=',16,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
Cc1ccnc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)n1,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1k,MIC,'=',64,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
O=C(O)c1cn(C2CC2)c2cc(N3CCN(c4nccc(C(F)(F)F)n4)CC3)c(F)cc2c1=O,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1l,MIC,'=',64,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
Cc1cnc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc1,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1m,MIC,'=',256,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
CCc1cnc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc1,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1n,MIC,'=',128,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
COc1cnc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc1,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1o,MIC,'=',32,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
O=C(O)c1cn(C2CC2)c2cc(N3CCN(c4ncc(F)cn4)CC3)c(F)cc2c1=O,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1p,MIC,'=',1,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
O=C(O)c1cn(C2CC2)c2cc(N3CCN(c4ncc(Br)cn4)CC3)c(F)cc2c1=O,10.1016/j.bmcl.2022.128885,Pyrimidine-conjugated fluoroquinolones as new potential broad-spectrum antibacterial agents,Elsevier BV,2022,0,1q,MIC,'=',128,µg/mL,"MRSA, methicillin-resistant Staphylococcus aureus N315",Staphylococcus aureus,3,table 1,,,3,table 1,,,3,figure 2,3.0,figure 2,j.bmcl.2022.128885
Clc1ccccc1-c1nc2ccccc2[nH]1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1a,MIC,'=',128,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Clc1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1b,MIC,'=',128,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Clc1ccc(-c2nc3ccccc3[nH]2)c(Cl)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1c,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Clc1ccc(-c2nc3ccccc3[nH]2)cc1Cl,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1d,MIC,'=',64,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Fc1cccc(Cl)c1-c1nc2ccccc2[nH]1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1e,MIC,'=',128,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
COc1ccc(-c2nc3ccccc3[nH]2)cc1OC,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1f,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
CCOc1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1g,MIC,'=',512,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
COc1ccc(-c2nc3ccccc3[nH]2)cc1O,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1h,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Fc1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1i,MIC,'=',512,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Oc1ccccc1-c1nc2ccccc2[nH]1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1j,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Oc1ccc(Br)cc1-c1nc2ccccc2[nH]1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1k,MIC,'=',128,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Oc1cccc(-c2nc3ccccc3[nH]2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1l,MIC,'=',128,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
COc1ccc(-c2nc3ccccc3[nH]2)cc1O,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1m,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
COc1cccc(-c2nc3ccccc3[nH]2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1n,MIC,'=',512,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
CSc1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1o,MIC,'=',32,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
O=[N+]([O-])c1cccc(-c2nc3ccccc3[nH]2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1p,MIC,'=',64,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1q,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
CN(C)c1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1r,MIC,'=',128,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
c1ccc2c(-c3nc4ccccc4[nH]3)c3ccccc3cc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1s,MIC,'=',64,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
c1ccc2[nH]c(-c3ccc4c(c3)OCO4)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1t,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
c1cncc(-c2nc3ccccc3[nH]2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1v,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
c1ccc2[nH]c(-c3ccncc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1w,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Cc1ccc2nc(-c3ccccc3Cl)[nH]c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2a,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Cc1ccc2[nH]c(-c3ccc(Cl)cc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2b,MIC,'=',512,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Cc1ccc2[nH]c(-c3ccc(Cl)cc3Cl)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2c,MIC,'=',128,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Cc1ccc2[nH]c(-c3ccc(Cl)c(Cl)c3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2d,MIC,'=',32,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Cc1ccc2nc(-c3c(F)cccc3Cl)[nH]c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2e,MIC,'=',64,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
COc1ccc(-c2nc3ccc(C)cc3[nH]2)cc1OC,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2f,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
CCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2g,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
CCOc1cc(-c2nc3cc(C)ccc3[nH]2)ccc1O,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2h,MIC,'=',64,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Cc1ccc2[nH]c(-c3ccc(F)cc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2i,MIC,'=',128,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
Cc1ccc2nc(-c3ccccc3O)[nH]c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2j,MIC,'=',256,µg mL-1,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j
